CO(GT),NOx(GT),NO2(GT),C6H6(GT)
1.9,492.0,193.0,11.2
1.1,351.0,174.0,8.7
0.3,160.0,106.0,5.0
0.9,292.0,127.0,8.2
2.1,537.0,172.0,12.7
2.4,607.0,179.0,10.9
1.6,308.0,150.0,7.4
1.1,277.0,147.0,6.3
1.3,348.0,163.0,7.7
0.8,267.0,145.0,7.2
1.0,399.0,186.0,7.0
0.3,163.0,116.0,5.0
1.0,297.0,145.0,8.2
0.4,212.0,122.0,5.0
0.1,212.0,122.0,3.5
0.1,81.0,68.0,2.0
0.1,116.0,80.0,2.3
0.1,201.0,108.0,4.2
0.4,333.0,149.0,6.8
2.4,733.0,232.0,16.2
3.1,846.0,215.0,50.7
3.1,801.0,218.0,63.7
2.7,884.0,239.0,25.4
2.3,784.0,224.0,20.1
3.0,896.0,235.0,23.5
3.6,953.0,237.0,25.2
3.1,980.0,239.0,21.8
3.5,1058.0,235.0,22.8
4.0,1080.0,199.0,25.4
6.3,1301.0,240.0,38.3
6.9,1345.0,245.0,37.6
6.5,1218.0,239.0,33.9
3.3,884.0,191.0,22.4
2.4,650.0,164.0,16.9
1.7,444.0,130.0,13.9
1.3,370.0,121.0,11.6
1.1,349.0,118.0,10.8
0.8,287.0,113.0,8.8
0.3,287.0,113.0,6.0
0.3,226.0,94.0,6.1
1.3,238.0,92.0,6.4
1.4,316.0,98.0,7.7
2.1,508.0,111.0,10.0
4.5,920.0,139.0,24.0
5.7,980.0,160.0,27.6
6.6,1188.0,183.0,31.5
5.0,1045.0,185.0,24.1
5.3,999.0,198.0,26.5
5.4,955.0,201.0,27.1
7.3,1189.0,233.0,33.2
5.1,933.0,202.0,25.5
5.3,898.0,186.0,27.1
7.3,1201.0,215.0,35.4
10.2,1369.0,227.0,49.5
11.9,1389.0,220.0,50.6
11.5,1358.0,190.0,49.4
8.3,1189.0,178.0,31.7
4.7,866.0,147.0,21.8
4.0,718.0,138.0,19.8
3.9,715.0,135.0,18.6
2.8,558.0,123.0,13.4
2.3,467.0,106.0,10.1
1.8,467.0,106.0,8.4
1.4,295.0,81.0,5.4
1.0,151.0,66.0,3.4
1.0,188.0,64.0,4.1
1.8,380.0,86.0,8.7
3.8,717.0,114.0,18.7
4.2,803.0,115.0,21.0
3.6,726.0,110.0,17.7
3.3,558.0,116.0,15.1
2.0,427.0,162.0,8.8
2.0,317.0,104.0,9.7
2.9,436.0,129.0,14.4
2.7,490.0,146.0,14.7
3.4,602.0,160.0,17.4
4.5,732.0,169.0,22.3
6.1,865.0,167.0,30.3
6.8,936.0,166.0,33.3
8.4,1074.0,181.0,36.0
5.3,812.0,144.0,23.9
4.5,773.0,141.0,19.0
4.1,761.0,123.0,16.8
4.0,781.0,121.0,17.5
4.0,743.0,114.0,17.4
3.0,533.0,93.0,11.3
2.1,533.0,93.0,8.7
2.2,456.0,89.0,9.4
2.2,486.0,94.0,9.4
2.0,498.0,93.0,9.1
2.2,585.0,100.0,10.7
4.0,911.0,127.0,21.3
4.8,845.0,137.0,22.9
4.6,807.0,190.0,20.1
2.8,603.0,171.0,11.8
2.1,391.0,127.0,10.6
2.0,279.0,109.0,11.4
2.5,358.0,126.0,12.8
2.5,403.0,136.0,13.4
2.8,465.0,156.0,14.2
4.0,707.0,187.0,21.8
4.5,660.0,173.0,21.4
3.1,402.0,137.0,15.4
2.6,350.0,122.0,14.5
2.6,355.0,129.0,11.4
2.0,296.0,110.0,7.8
1.8,266.0,102.0,7.6
2.5,373.0,114.0,9.5
2.3,417.0,117.0,9.7
2.1,308.0,98.0,8.1
1.5,308.0,98.0,5.9
1.5,209.0,79.0,6.6
1.2,196.0,77.0,4.8
1.0,203.0,75.0,4.6
1.7,393.0,95.0,8.4
4.3,864.0,137.0,23.1
5.8,960.0,149.0,26.6
5.6,1056.0,197.0,26.1
4.0,856.0,183.0,16.4
4.0,854.0,179.0,18.9
4.9,854.0,196.0,22.7
5.6,949.0,208.0,27.2
5.1,932.0,203.0,24.1
6.2,1071.0,213.0,29.1
7.7,1134.0,233.0,36.0
10.1,1389.0,255.0,45.2
6.4,866.0,170.0,30.7
7.7,947.0,167.0,37.7
8.1,1155.0,205.0,31.6
4.7,798.0,170.0,19.9
4.3,696.0,154.0,18.6
4.1,654.0,143.0,16.9
4.2,685.0,140.0,18.0
3.8,574.0,122.0,14.9
2.7,574.0,122.0,10.2
2.4,319.0,103.0,9.1
2.0,263.0,97.0,7.3
1.7,320.0,99.0,7.6
2.1,439.0,110.0,9.2
2.5,398.0,110.0,11.1
3.8,637.0,121.0,16.3
3.9,699.0,122.0,17.8
4.2,699.0,136.0,16.7
4.0,707.0,170.0,17.6
4.4,743.0,156.0,19.4
4.7,745.0,158.0,20.1
4.6,741.0,174.0,19.4
4.8,765.0,187.0,20.5
4.5,632.0,147.0,18.7
5.6,808.0,136.0,24.5
4.9,703.0,134.0,21.3
5.3,764.0,126.0,23.5
4.6,667.0,130.0,15.5
2.4,355.0,98.0,9.9
2.7,359.0,89.0,10.1
2.5,327.0,88.0,10.3
2.3,289.0,86.0,7.6
2.3,289.0,86.0,6.1
1.3,138.0,70.0,4.2
1.0,86.0,55.0,3.1
0.9,60.0,45.0,1.6
0.7,62.0,44.0,1.7
0.8,73.0,50.0,1.5
1.0,157.0,74.0,2.6
1.1,166.0,81.0,2.8
0.8,98.0,65.0,1.9
1.4,153.0,76.0,5.2
2.2,307.0,110.0,6.5
2.7,416.0,124.0,9.4
2.3,346.0,120.0,8.2
1.9,252.0,99.0,6.9
2.7,326.0,117.0,8.6
3.2,490.0,132.0,8.6
3.2,452.0,113.0,10.1
3.5,542.0,117.0,12.6
4.5,605.0,127.0,16.5
4.1,577.0,132.0,13.0
3.3,491.0,121.0,12.1
3.1,492.0,122.0,11.4
3.0,412.0,113.0,10.3
2.3,283.0,99.0,8.0
2.3,280.0,86.0,8.1
1.7,280.0,86.0,4.9
1.5,156.0,66.0,4.2
1.3,166.0,67.0,4.9
1.4,225.0,78.0,5.7
2.0,325.0,90.0,9.8
4.2,760.0,120.0,20.6
5.9,948.0,139.0,29.5
6.3,1044.0,172.0,28.3
6.6,1172.0,232.0,30.5
5.0,1000.0,168.0,23.0
2.5,366.0,120.0,11.1
2.6,346.0,121.0,12.8
1.9,289.0,117.0,10.8
2.3,316.0,121.0,11.4
1.9,238.0,107.0,8.1
2.3,267.0,115.0,10.0
1.8,182.0,94.0,7.3
1.9,197.0,98.0,7.3
1.4,149.0,87.0,4.6
1.2,124.0,78.0,4.0
1.0,105.0,69.0,3.9
1.2,109.0,67.0,3.6
1.4,169.0,81.0,5.1
1.2,124.0,75.0,4.5
0.8,124.0,75.0,2.0
0.6,50.0,42.0,1.2
0.6,47.0,38.0,1.4
0.7,110.0,64.0,1.9
1.1,193.0,86.0,3.6
2.5,475.0,127.0,11.0
3.6,420.0,122.0,17.5
3.6,439.0,141.0,15.9
3.3,461.0,139.0,13.4
2.0,238.0,105.0,8.8
1.9,232.0,103.0,9.4
2.2,241.0,108.0,9.7
2.2,278.0,109.0,10.1
3.8,496.0,149.0,20.2
3.5,464.0,143.0,14.2
5.2,600.0,159.0,22.8
6.3,692.0,178.0,28.0
6.8,731.0,168.0,30.3
4.1,491.0,160.0,12.4
2.3,284.0,117.0,8.0
1.9,245.0,113.0,6.5
2.2,273.0,113.0,7.5
1.3,157.0,94.0,3.8
1.2,117.0,76.0,3.8
0.9,117.0,76.0,3.0
0.9,123.0,68.0,2.8
0.6,100.0,63.0,2.5
0.9,135.0,74.0,3.3
1.4,301.0,96.0,7.0
3.4,641.0,121.0,18.1
5.0,849.0,145.0,24.6
4.7,861.0,158.0,19.7
3.2,629.0,143.0,13.0
3.5,737.0,182.0,17.1
4.0,712.0,163.0,19.3
5.7,933.0,178.0,28.4
5.0,836.0,162.0,22.9
5.6,987.0,171.0,25.7
6.2,985.0,174.0,26.8
7.5,1040.0,185.0,29.2
3.0,401.0,126.0,11.9
2.6,279.0,113.0,10.1
2.1,280.0,111.0,7.2
1.8,280.0,107.0,7.1
2.0,327.0,107.0,7.5
2.2,316.0,102.0,8.1
1.9,223.0,96.0,5.5
1.6,180.0,86.0,5.7
1.1,180.0,86.0,3.8
0.9,131.0,70.0,2.9
0.7,101.0,59.0,2.4
0.9,189.0,74.0,4.0
1.4,336.0,89.0,7.2
4.2,804.0,131.0,21.6
5.0,860.0,139.0,27.9
4.4,745.0,145.0,19.2
3.4,685.0,137.0,16.4
